day_num,value,day
28.21934,178.43258,2022-08-10 05:15:50.976000000
28.30568,175.59071,2022-08-10 07:20:10.752000000
28.25634,173.31721,2022-08-10 06:09:07.776000000
28.25634,171.61209,2022-08-10 06:09:07.776000000
28.36735,181.84283,2022-08-10 08:48:59.040000000
28.33035,179.00095,2022-08-10 07:55:42.239999999
28.44136,187.52657,2022-08-10 10:35:33.504000000
28.40435,184.6847,2022-08-10 09:42:15.840000000
28.47836,194.91544,2022-08-10 11:28:50.304000000
28.47836,192.64194,2022-08-10 11:28:50.304000000
28.47836,190.36844,2022-08-10 11:28:50.304000000
29.1074,198.0415,2022-08-11 02:34:39.360000000
29.25541,197.18893,2022-08-11 06:07:47.424000000
29.25541,194.91544,2022-08-11 06:07:47.424000000
29.25541,192.64194,2022-08-11 06:07:47.424000000
29.25541,190.93682,2022-08-11 06:07:47.424000000
29.36641,197.75731,2022-08-11 08:47:37.824000000
